network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider
600:8801:9400:5a1:948b:ab15:dde3:61a3/128,6252001,,,0,0
2000:db8::/32,6252001,,,0,0
2001:200::/32,1861060,1861060,,0,0
2001:208::/32,1880251,1880251,,0,0
2001:218::/32,1861060,1861060,,0,0
2001:220::/32,1835841,1835841,,0,0
2001:230::/32,1835841,1835841,,0,0
2001:238::/32,1668284,1668284,,0,0
2001:240::/32,1861060,1861060,,0,0
2001:250::/31,1814991,1814991,,0,0
2001:252::/32,1814991,1814991,,0,0
2001:254::/32,1814991,1814991,,0,0
2001:256::/32,1814991,1814991,,0,0
2001:258::/32,1861060,1861060,,0,0
2001:260::/32,1861060,1861060,,0,0
2001:268::/32,1861060,1861060,,0,0
2001:270::/32,1835841,1835841,,0,0
2001:278::/32,1861060,1861060,,0,0
2001:280::/32,1835841,1835841,,0,0
2001:288::/33,1668284,1668284,,0,0
2001:288:8000::/39,1668284,1668284,,0,0
2001:288:8200::/42,1668284,1668284,,0,0
2001:288:8240::/43,1668284,1668284,,0,0
2001:288:8260::/44,1668284,1668284,,0,0
2001:288:8270::/46,1668284,1668284,,0,0
2001:288:8274::/47,1668284,1668284,,0,0
2001:288:8276::/49,6252001,1668284,,0,0
2001:288:8276:8000::/49,1668284,1668284,,0,0
2001:288:8277::/48,1668284,1668284,,0,0
2001:288:8278::/45,1668284,1668284,,0,0
2001:288:8280::/41,1668284,1668284,,0,0
2001:288:8300::/40,1668284,1668284,,0,0
2001:288:8400::/38,1668284,1668284,,0,0
2001:288:8800::/37,1668284,1668284,,0,0
2001:288:9000::/36,1668284,1668284,,0,0
2001:288:a000::/35,1668284,1668284,,0,0
2001:288:c000::/34,1668284,1668284,,0,0
2001:290::/32,1835841,1835841,,0,0
2001:298::/32,1861060,1861060,,0,0
2001:2a0::/32,1861060,1861060,,0,0
2001:2a8::/32,1861060,1861060,,0,0
2001:2b0::/32,1835841,1835841,,0,0
2001:2b8::/31,1835841,1835841,,0,0
2001:2c0::/32,1861060,1861060,,0,0
2001:2c8::/32,1861060,1861060,,0,0
2001:2d8::/32,1835841,1835841,,0,0
2001:2e0::/32,1819730,1819730,,0,0
2001:2e8::/32,1861060,1861060,,0,0
2001:2f0::/32,1861060,1861060,,0,0
2001:2f8::/32,1861060,1861060,,0,0
2001:300::/32,1861060,1861060,,0,0
2001:308::/32,1861060,1861060,,0,0
2001:310::/32,1861060,1861060,,0,0
2001:318::/32,1861060,1861060,,0,0
2001:320::/32,1835841,1835841,,0,0
2001:330::/32,1835841,1835841,,0,0
2001:338::/32,1861060,1861060,,0,0
2001:340::/32,1861060,1861060,,0,0
2001:348::/32,1861060,1861060,,0,0
2001:350::/32,1861060,1861060,,0,0
2001:358::/32,1861060,1861060,,0,0
2001:360::/32,2077456,2077456,,0,0
2001:368::/32,1861060,1861060,,0,0
2001:370::/32,1861060,1861060,,0,0
2001:378::/32,1835841,1835841,,0,0
2001:380::/32,1861060,1861060,,0,0
2001:388::/33,2077456,2077456,,0,0
2001:388:8000::/34,2077456,2077456,,0,0
2001:388:c000::/35,2077456,2077456,,0,0
2001:388:e000::/36,2077456,2077456,,0,0
2001:388:f000::/49,1643084,2077456,,0,0
2001:388:f000:8000::/49,2077456,2077456,,0,0
2001:388:f001::/48,2077456,2077456,,0,0
2001:388:f002::/47,2077456,2077456,,0,0
2001:388:f004::/46,2077456,2077456,,0,0
2001:388:f008::/45,2077456,2077456,,0,0
2001:388:f010::/44,2077456,2077456,,0,0
2001:388:f020::/43,2077456,2077456,,0,0
2001:388:f040::/42,2077456,2077456,,0,0
2001:388:f080::/41,2077456,2077456,,0,0
2001:388:f100::/40,2077456,2077456,,0,0
2001:388:f200::/39,2077456,2077456,,0,0
2001:388:f400::/38,2077456,2077456,,0,0
2001:388:f800::/37,2077456,2077456,,0,0
2001:390::/32,1835841,1835841,,0,0
2001:398::/32,1861060,1861060,,0,0
2001:3a0::/32,1861060,1861060,,0,0
2001:3a8::/32,1835841,1835841,,0,0
2001:3b0::/32,1861060,1861060,,0,0
2001:3b8::/32,1861060,1861060,,0,0
2001:3c0::/35,1861060,1861060,,0,0
2001:3c8::/32,1605651,1605651,,0,0
2001:3d0::/32,1861060,1861060,,0,0
2001:3d8::/32,1861060,1861060,,0,0
2001:3e0::/32,1861060,1861060,,0,0
2001:3e8::/32,1861060,1861060,,0,0
2001:400::/32,6252001,6252001,,0,0
2001:408::/32,6252001,6252001,,0,0
2001:410::/32,6251999,6251999,,0,0
2001:418::/32,6252001,6252001,,0,0
2001:420::/34,6252001,6252001,,0,0
2001:420:4000::/38,2750405,6252001,,0,0
2001:420:4400::/41,2750405,6252001,,0,0
2001:420:4480::/45,294640,6252001,,0,0
2001:420:4488::/45,2750405,6252001,,0,0
2001:420:4490::/44,2750405,6252001,,0,0
2001:420:44a0::/43,2750405,6252001,,0,0
2001:420:44c0::/42,2750405,6252001,,0,0
2001:420:4500::/40,2750405,6252001,,0,0
2001:420:4600::/39,2750405,6252001,,0,0
2001:420:4800::/37,2750405,6252001,,0,0
2001:420:5000::/39,2077456,6252001,,0,0
2001:420:5200::/42,6252001,6252001,,0,0
2001:420:5240::/48,6252001,6252001,,0,0
2001:420:5241::/49,1269750,6252001,,0,0
2001:420:5241:8000::/49,6252001,6252001,,0,0
2001:420:5242::/47,6252001,6252001,,0,0
2001:420:5244::/49,1269750,6252001,,0,0
2001:420:5244:8000::/49,6252001,6252001,,0,0
2001:420:5245::/48,6252001,6252001,,0,0
2001:420:5246::/49,1269750,6252001,,0,0
2001:420:5246:8000::/49,6252001,6252001,,0,0
2001:420:5247::/48,6252001,6252001,,0,0
2001:420:5248::/47,6252001,6252001,,0,0
2001:420:524a::/48,6252001,6252001,,0,0
2001:420:524b::/49,1269750,6252001,,0,0
2001:420:524b:8000::/49,6252001,6252001,,0,0
2001:420:524c::/49,1269750,6252001,,0,0
2001:420:524c:8000::/49,6252001,6252001,,0,0
2001:420:524d::/48,6252001,6252001,,0,0
2001:420:524e::/49,1269750,6252001,,0,0
2001:420:524e:8000::/49,6252001,6252001,,0,0
2001:420:524f::/49,1269750,6252001,,0,0
2001:420:524f:8000::/49,6252001,6252001,,0,0
2001:420:5250::/44,6252001,6252001,,0,0
2001:420:5260::/43,6252001,6252001,,0,0
2001:420:5280::/41,6252001,6252001,,0,0
2001:420:5300::/40,6252001,6252001,,0,0
2001:420:5400::/42,6252001,6252001,,0,0
2001:420:5440::/49,1269750,6252001,,0,0
2001:420:5440:8000::/49,6252001,6252001,,0,0
2001:420:5441::/49,1269750,6252001,,0,0
2001:420:5441:8000::/49,6252001,6252001,,0,0
2001:420:5442::/49,1269750,6252001,,0,0
2001:420:5442:8000::/49,6252001,6252001,,0,0
2001:420:5443::/49,1269750,6252001,,0,0
2001:420:5443:8000::/49,6252001,6252001,,0,0
2001:420:5444::/49,1269750,6252001,,0,0
2001:420:5444:8000::/49,6252001,6252001,,0,0
2001:420:5445::/48,6252001,6252001,,0,0
2001:420:5446::/49,1269750,6252001,,0,0
2001:420:5446:8000::/49,6252001,6252001,,0,0
2001:420:5447::/49,1269750,6252001,,0,0
2001:420:5447:8000::/49,6252001,6252001,,0,0
2001:420:5448::/45,6252001,6252001,,0,0
2001:420:5450::/44,6252001,6252001,,0,0
2001:420:5460::/43,6252001,6252001,,0,0
2001:420:5480::/41,6252001,6252001,,0,0
2001:420:5500::/47,6252001,6252001,,0,0
2001:420:5502::/48,6252001,6252001,,0,0
2001:420:5503::/49,1269750,6252001,,0,0
2001:420:5503:8000::/49,6252001,6252001,,0,0
2001:420:5504::/49,1269750,6252001,,0,0
2001:420:5504:8000::/49,6252001,6252001,,0,0
2001:420:5505::/49,1269750,6252001,,0,0
2001:420:5505:8000::/49,6252001,6252001,,0,0
2001:420:5506::/49,1269750,6252001,,0,0
2001:420:5506:8000::/49,6252001,6252001,,0,0
2001:420:5507::/48,6252001,6252001,,0,0
2001:420:5508::/46,6252001,6252001,,0,0
2001:420:550c::/49,1269750,6252001,,0,0
2001:420:550c:8000::/49,6252001,6252001,,0,0
2001:420:550d::/48,6252001,6252001,,0,0
2001:420:550e::/49,1269750,6252001,,0,0
2001:420:550e:8000::/49,6252001,6252001,,0,0
2001:420:550f::/48,6252001,6252001,,0,0
2001:420:5510::/44,6252001,6252001,,0,0
2001:420:5520::/43,6252001,6252001,,0,0
2001:420:5540::/42,6252001,6252001,,0,0
2001:420:5580::/41,6252001,6252001,,0,0
2001:420:5600::/39,6252001,6252001,,0,0
2001:420:5800::/38,1819730,6252001,,0,0
2001:420:5c00::/39,1880251,6252001,,0,0
2001:420:5e00::/39,1861060,6252001,,0,0
2001:420:6000::/35,6252001,6252001,,0,0
2001:420:8000::/34,6252001,6252001,,0,0
2001:420:c000::/41,6252001,6252001,,0,0
2001:420:c080::/42,6252001,6252001,,0,0
2001:420:c0c0::/46,2750405,6252001,,0,0
2001:420:c0c4::/46,6252001,6252001,,0,0
2001:420:c0c8::/45,6252001,6252001,,0,0
2001:420:c0d0::/46,2077456,6252001,,0,0
2001:420:c0d4::/46,1880251,6252001,,0,0
2001:420:c0d8::/46,1819730,6252001,,0,0
2001:420:c0dc::/46,1861060,6252001,,0,0
2001:420:c0e0::/49,1269750,6252001,,0,0
2001:420:c0e0:8000::/49,6252001,6252001,,0,0
2001:420:c0e1::/48,6252001,6252001,,0,0
2001:420:c0e2::/47,6252001,6252001,,0,0
2001:420:c0e4::/46,6252001,6252001,,0,0
2001:420:c0e8::/45,6252001,6252001,,0,0
2001:420:c0f0::/44,6252001,6252001,,0,0
2001:420:c100::/40,6252001,6252001,,0,0
2001:420:c200::/39,6252001,6252001,,0,0
2001:420:c400::/38,6252001,6252001,,0,0
2001:420:c800::/37,6252001,6252001,,0,0
2001:420:d000::/36,6252001,6252001,,0,0
2001:420:e000::/35,6252001,6252001,,0,0
2001:428::/32,6252001,6252001,,0,0
2001:430::/32,6252001,6252001,,0,0
2001:438::/32,6252001,6252001,,0,0
2001:440::/32,6252001,6252001,,0,0
2001:448::/32,3996063,3996063,,0,0
2001:450::/44,6252001,6252001,,0,0
2001:450:10::/45,6252001,6252001,,0,0
2001:450:18::/46,6252001,6252001,,0,0
2001:450:1c::/48,6251999,6252001,,0,0
2001:450:1d::/48,2635167,6252001,,0,0
2001:450:1e::/48,3017382,6252001,,0,0
2001:450:1f::/48,6251999,6252001,,0,0
2001:450:20::/43,6252001,6252001,,0,0
2001:450:40::/42,6252001,6252001,,0,0
2001:450:80::/41,6252001,6252001,,0,0
2001:450:100::/40,6252001,6252001,,0,0
2001:450:200::/39,6252001,6252001,,0,0
2001:450:400::/38,6252001,6252001,,0,0
2001:450:800::/37,6252001,6252001,,0,0
2001:450:1000::/36,6252001,6252001,,0,0
2001:450:2000::/35,6252001,6252001,,0,0
2001:450:4000::/34,6252001,6252001,,0,0
2001:450:8000::/33,6252001,6252001,,0,0
2001:458::/32,6252001,6252001,,0,0
2001:460::/32,6252001,6252001,,0,0
2001:468::/32,6252001,6252001,,0,0
2001:470::/55,6252001,6252001,,0,0
2001:470:0:200::/57,6252001,6252001,,0,0
2001:470:0:280::/62,6252001,6252001,,0,0
2001:470:0:284::/128,6252001,6252001,,0,0
2001:470:0:284::1/128,2782113,6252001,,0,0
2001:470:0:284::2/127,6252001,6252001,,0,0
2001:470:0:284::4/126,6252001,6252001,,0,0
2001:470:0:284::8/125,6252001,6252001,,0,0
2001:470:0:284::10/124,6252001,6252001,,0,0
2001:470:0:284::20/123,6252001,6252001,,0,0
2001:470:0:284::40/122,6252001,6252001,,0,0
2001:470:0:284::80/121,6252001,6252001,,0,0
2001:470:0:284::100/120,6252001,6252001,,0,0
2001:470:0:284::200/119,6252001,6252001,,0,0
2001:470:0:284::400/118,6252001,6252001,,0,0
2001:470:0:284::800/117,6252001,6252001,,0,0
2001:470:0:284::1000/116,6252001,6252001,,0,0
2001:470:0:284::2000/115,6252001,6252001,,0,0
2001:470:0:284::4000/114,6252001,6252001,,0,0
2001:470:0:284::8000/113,6252001,6252001,,0,0
2001:470:0:284::1:0/112,6252001,6252001,,0,0
2001:470:0:284::2:0/111,6252001,6252001,,0,0
2001:470:0:284::4:0/110,6252001,6252001,,0,0
2001:470:0:284::8:0/109,6252001,6252001,,0,0
2001:470:0:284::10:0/108,6252001,6252001,,0,0
2001:470:0:284::20:0/107,6252001,6252001,,0,0
2001:470:0:284::40:0/106,6252001,6252001,,0,0
2001:470:0:284::80:0/105,6252001,6252001,,0,0
2001:470:0:284::100:0/104,6252001,6252001,,0,0
2001:470:0:284::200:0/103,6252001,6252001,,0,0
2001:470:0:284::400:0/102,6252001,6252001,,0,0
2001:470:0:284::800:0/101,6252001,6252001,,0,0
2001:470:0:284::1000:0/100,6252001,6252001,,0,0
2001:470:0:284::2000:0/99,6252001,6252001,,0,0
2001:470:0:284::4000:0/98,6252001,6252001,,0,0
2001:470:0:284::8000:0/97,6252001,6252001,,0,0
2001:470:0:284:0:1::/96,6252001,6252001,,0,0
2001:470:0:284:0:2::/95,6252001,6252001,,0,0
2001:470:0:284:0:4::/94,6252001,6252001,,0,0
2001:470:0:284:0:8::/93,6252001,6252001,,0,0
2001:470:0:284:0:10::/92,6252001,6252001,,0,0
2001:470:0:284:0:20::/91,6252001,6252001,,0,0
2001:470:0:284:0:40::/90,6252001,6252001,,0,0
2001:470:0:284:0:80::/89,6252001,6252001,,0,0
2001:470:0:284:0:100::/88,6252001,6252001,,0,0
2001:470:0:284:0:200::/87,6252001,6252001,,0,0
2001:470:0:284:0:400::/86,6252001,6252001,,0,0
2001:470:0:284:0:800::/85,6252001,6252001,,0,0
2001:470:0:284:0:1000::/84,6252001,6252001,,0,0
2001:470:0:284:0:2000::/83,6252001,6252001,,0,0
2001:470:0:284:0:4000::/82,6252001,6252001,,0,0
2001:470:0:284:0:8000::/81,6252001,6252001,,0,0
2001:470:0:284:1::/80,6252001,6252001,,0,0
2001:470:0:284:2::/79,6252001,6252001,,0,0
2001:470:0:284:4::/78,6252001,6252001,,0,0
2001:470:0:284:8::/77,6252001,6252001,,0,0
2001:470:0:284:10::/76,6252001,6252001,,0,0
2001:470:0:284:20::/75,6252001,6252001,,0,0
2001:470:0:284:40::/74,6252001,6252001,,0,0
2001:470:0:284:80::/73,6252001,6252001,,0,0
2001:470:0:284:100::/72,6252001,6252001,,0,0
2001:470:0:284:200::/71,6252001,6252001,,0,0
2001:470:0:284:400::/70,6252001,6252001,,0,0
2001:470:0:284:800::/69,6252001,6252001,,0,0
2001:470:0:284:1000::/68,6252001,6252001,,0,0
2001:470:0:284:2000::/67,6252001,6252001,,0,0
2001:470:0:284:4000::/66,6252001,6252001,,0,0
2001:470:0:284:8000::/65,6252001,6252001,,0,0
2001:470:0:285::/64,6252001,6252001,,0,0
2001:470:0:286::/63,6252001,6252001,,0,0
2001:470:0:288::/61,6252001,6252001,,0,0
2001:470:0:290::/60,6252001,6252001,,0,0
2001:470:0:2a0::/59,6252001,6252001,,0,0
2001:470:0:2c0::/58,6252001,6252001,,0,0
2001:470:0:300::/56,6252001,6252001,,0,0
2001:470:0:400::/54,6252001,6252001,,0,0
2001:470:0:800::/53,6252001,6252001,,0,0
2001:470:0:1000::/52,6252001,6252001,,0,0
2001:470:0:2000::/51,6252001,6252001,,0,0
2001:470:0:4000::/50,6252001,6252001,,0,0
2001:470:0:8000::/49,6252001,6252001,,0,0
2001:470:1::/48,6252001,6252001,,0,0
2001:470:2::/47,6252001,6252001,,0,0
2001:470:4::/53,6252001,6252001,,0,0
2001:470:4:800::/53,2750405,6252001,,0,0
2001:470:4:1000::/52,6252001,6252001,,0,0
2001:470:4:2000::/51,6252001,6252001,,0,0
2001:470:4:4000::/50,6252001,6252001,,0,0
2001:470:4:8000::/49,6252001,6252001,,0,0
2001:470:5::/55,6252001,6252001,,0,0
2001:470:5:200::/56,6252001,6252001,,0,0
2001:470:5:300::/60,6252001,6252001,,0,0
2001:470:5:310::/61,6252001,6252001,,0,0
2001:470:5:318::/64,3865483,6252001,,0,0
2001:470:5:319::/64,6252001,6252001,,0,0
2001:470:5:31a::/63,6252001,6252001,,0,0
2001:470:5:31c::/62,6252001,6252001,,0,0
2001:470:5:320::/59,6252001,6252001,,0,0
2001:470:5:340::/58,6252001,6252001,,0,0
2001:470:5:380::/57,6252001,6252001,,0,0
2001:470:5:400::/54,6252001,6252001,,0,0
2001:470:5:800::/53,6252001,6252001,,0,0
2001:470:5:1000::/52,6252001,6252001,,0,0
2001:470:5:2000::/51,6252001,6252001,,0,0
2001:470:5:4000::/50,6252001,6252001,,0,0
2001:470:5:8000::/49,6252001,6252001,,0,0
2001:470:6::/49,3996063,6252001,,0,0
2001:470:6:8000::/49,6252001,6252001,,0,0
2001:470:7::/48,6252001,6252001,,0,0
2001:470:8::/46,6252001,6252001,,0,0
2001:470:c::/48,6252001,6252001,,0,0
2001:470:d::/56,6252001,6252001,,0,0
2001:470:d:100::/60,6252001,6252001,,0,0
2001:470:d:110::/61,6252001,6252001,,0,0
2001:470:d:118::/62,6252001,6252001,,0,0
2001:470:d:11c::/64,2186224,6252001,,0,0
2001:470:d:11d::/64,6252001,6252001,,0,0
2001:470:d:11e::/63,6252001,6252001,,0,0
2001:470:d:120::/59,6252001,6252001,,0,0
2001:470:d:140::/58,6252001,6252001,,0,0
2001:470:d:180::/57,6252001,6252001,,0,0
2001:470:d:200::/55,6252001,6252001,,0,0
2001:470:d:400::/54,6252001,6252001,,0,0
2001:470:d:800::/53,6252001,6252001,,0,0
2001:470:d:1000::/52,6252001,6252001,,0,0
2001:470:d:2000::/51,6252001,6252001,,0,0
2001:470:d:4000::/50,6252001,6252001,,0,0
2001:470:d:8000::/49,6252001,6252001,,0,0
2001:470:e::/47,6252001,6252001,,0,0
2001:470:10::/45,6252001,6252001,,0,0
2001:470:18::/49,1814991,6252001,,0,0
2001:470:18:8000::/49,6252001,6252001,,0,0
2001:470:19::/53,1814991,6252001,,0,0
2001:470:19:800::/54,1814991,6252001,,0,0
2001:470:19:c00::/55,1814991,6252001,,0,0
2001:470:19:e00::/57,1814991,6252001,,0,0
2001:470:19:e80::/64,1819730,6252001,,0,0
2001:470:19:e81::/64,1814991,6252001,,0,0
2001:470:19:e82::/63,1814991,6252001,,0,0
2001:470:19:e84::/62,1814991,6252001,,0,0
2001:470:19:e88::/61,1814991,6252001,,0,0
2001:470:19:e90::/60,1814991,6252001,,0,0
2001:470:19:ea0::/59,1814991,6252001,,0,0
2001:470:19:ec0::/58,1814991,6252001,,0,0
2001:470:19:f00::/56,1814991,6252001,,0,0
2001:470:19:1000::/52,1814991,6252001,,0,0
2001:470:19:2000::/51,1814991,6252001,,0,0
2001:470:19:4000::/50,1814991,6252001,,0,0
2001:470:19:8000::/49,6252001,6252001,,0,0
2001:470:1a::/47,6252001,6252001,,0,0
2001:470:1c::/48,6252001,6252001,,0,0
2001:470:1d::/49,6251999,6252001,,0,0
2001:470:1d:8000::/49,6252001,6252001,,0,0
2001:470:1e::/47,6252001,6252001,,0,0
2001:470:20::/47,6252001,6252001,,0,0
2001:470:22::/48,6252001,6252001,,0,0
2001:470:23::/55,6252001,6252001,,0,0
2001:470:23:200::/55,1814991,6252001,,0,0
2001:470:23:400::/59,6252001,6252001,,0,0
2001:470:23:420::/61,6252001,6252001,,0,0
2001:470:23:428::/63,6252001,6252001,,0,0
2001:470:23:42a::/64,2017370,6252001,,0,0
2001:470:23:42b::/64,6252001,6252001,,0,0
2001:470:23:42c::/62,6252001,6252001,,0,0
2001:470:23:430::/60,6252001,6252001,,0,0
2001:470:23:440::/58,6252001,6252001,,0,0
2001:470:23:480::/57,6252001,6252001,,0,0
2001:470:23:500::/56,6252001,6252001,,0,0
2001:470:23:600::/55,6252001,6252001,,0,0
2001:470:23:800::/53,1861060,6252001,,0,0
2001:470:23:1000::/52,6252001,6252001,,0,0
2001:470:23:2000::/51,6252001,6252001,,0,0
2001:470:23:4000::/50,6252001,6252001,,0,0
2001:470:23:8000::/49,6252001,6252001,,0,0
2001:470:24::/49,1814991,6252001,,0,0
2001:470:24:8000::/49,6252001,6252001,,0,0
2001:470:25::/54,2017370,6252001,,0,0
2001:470:25:400::/54,6252001,6252001,,0,0
2001:470:25:800::/53,6252001,6252001,,0,0
2001:470:25:1000::/52,6252001,6252001,,0,0
2001:470:25:2000::/51,6252001,6252001,,0,0
2001:470:25:4000::/50,6252001,6252001,,0,0
2001:470:25:8000::/49,6252001,6252001,,0,0
2001:470:26::/54,6252001,6252001,,0,0
2001:470:26:400::/55,6252001,6252001,,0,0
2001:470:26:600::/58,6252001,6252001,,0,0
2001:470:26:640::/60,6252001,6252001,,0,0
2001:470:26:650::/61,6252001,6252001,,0,0
2001:470:26:658::/62,6252001,6252001,,0,0
2001:470:26:65c::/64,2658434,6252001,,0,0
2001:470:26:65d::/64,6252001,6252001,,0,0
2001:470:26:65e::/63,6252001,6252001,,0,0
2001:470:26:660::/59,6252001,6252001,,0,0
2001:470:26:680::/57,6252001,6252001,,0,0
2001:470:26:700::/56,6252001,6252001,,0,0
2001:470:26:800::/59,6252001,6252001,,0,0
2001:470:26:820::/62,6252001,6252001,,0,0
2001:470:26:824::/63,6252001,6252001,,0,0
2001:470:26:826::/64,2658434,6252001,,0,0
2001:470:26:827::/64,6252001,6252001,,0,0
2001:470:26:828::/61,6252001,6252001,,0,0
2001:470:26:830::/60,6252001,6252001,,0,0
2001:470:26:840::/58,6252001,6252001,,0,0
2001:470:26:880::/57,6252001,6252001,,0,0
2001:470:26:900::/56,6252001,6252001,,0,0
2001:470:26:a00::/56,6252001,6252001,,0,0
2001:470:26:b00::/58,6252001,6252001,,0,0
2001:470:26:b40::/59,6252001,6252001,,0,0
2001:470:26:b60::/61,6252001,6252001,,0,0
2001:470:26:b68::/62,6252001,6252001,,0,0
2001:470:26:b6c::/64,6252001,6252001,,0,0
2001:470:26:b6d::/64,2782113,6252001,,0,0
2001:470:26:b6e::/63,6252001,6252001,,0,0
2001:470:26:b70::/60,6252001,6252001,,0,0
2001:470:26:b80::/57,6252001,6252001,,0,0
2001:470:26:c00::/54,6252001,6252001,,0,0
2001:470:26:1000::/52,6252001,6252001,,0,0
2001:470:26:2000::/51,6252001,6252001,,0,0
2001:470:26:4000::/50,6252001,6252001,,0,0
2001:470:26:8000::/49,6252001,6252001,,0,0
2001:470:27::/56,6252001,6252001,,0,0
2001:470:27:100::/57,6252001,6252001,,0,0
2001:470:27:180::/59,6252001,6252001,,0,0
2001:470:27:1a0::/62,6252001,6252001,,0,0
2001:470:27:1a4::/63,6252001,6252001,,0,0
2001:470:27:1a6::/64,2017370,6252001,,0,0
2001:470:27:1a7::/64,6252001,6252001,,0,0
2001:470:27:1a8::/61,6252001,6252001,,0,0
2001:470:27:1b0::/60,6252001,6252001,,0,0
2001:470:27:1c0::/58,6252001,6252001,,0,0
2001:470:27:200::/55,6252001,6252001,,0,0
2001:470:27:400::/54,6252001,6252001,,0,0
2001:470:27:800::/53,6252001,6252001,,0,0
2001:470:27:1000::/52,6252001,6252001,,0,0
2001:470:27:2000::/51,6252001,6252001,,0,0
2001:470:27:4000::/50,6252001,6252001,,0,0
2001:470:27:8000::/49,6252001,6252001,,0,0
2001:470:28::/59,6252001,6252001,,0,0
2001:470:28:20::/60,6252001,6252001,,0,0
2001:470:28:30::/62,6252001,6252001,,0,0
2001:470:28:34::/63,6252001,6252001,,0,0
2001:470:28:36::/64,2661886,6252001,,0,0
2001:470:28:37::/64,6252001,6252001,,0,0
2001:470:28:38::/61,6252001,6252001,,0,0
2001:470:28:40::/58,6252001,6252001,,0,0
2001:470:28:80::/57,6252001,6252001,,0,0
2001:470:28:100::/57,6252001,6252001,,0,0
2001:470:28:180::/59,6252001,6252001,,0,0
2001:470:28:1a0::/62,6252001,6252001,,0,0
2001:470:28:1a4::/63,6252001,6252001,,0,0
2001:470:28:1a6::/64,2017370,6252001,,0,0
2001:470:28:1a7::/64,6252001,6252001,,0,0
2001:470:28:1a8::/61,6252001,6252001,,0,0
2001:470:28:1b0::/60,6252001,6252001,,0,0
2001:470:28:1c0::/58,6252001,6252001,,0,0
2001:470:28:200::/57,6252001,6252001,,0,0
2001:470:28:280::/58,6252001,6252001,,0,0
2001:470:28:2c0::/59,6252001,6252001,,0,0
2001:470:28:2e0::/64,2661886,6252001,,0,0
2001:470:28:2e1::/64,6252001,6252001,,0,0
2001:470:28:2e2::/63,6252001,6252001,,0,0
2001:470:28:2e4::/62,6252001,6252001,,0,0
2001:470:28:2e8::/61,6252001,6252001,,0,0
2001:470:28:2f0::/60,6252001,6252001,,0,0
2001:470:28:300::/58,6252001,6252001,,0,0
2001:470:28:340::/59,6252001,6252001,,0,0
2001:470:28:360::/61,6252001,6252001,,0,0
2001:470:28:368::/62,6252001,6252001,,0,0
2001:470:28:36c::/63,6252001,6252001,,0,0
2001:470:28:36e::/64,2623032,6252001,,0,0
2001:470:28:36f::/64,6252001,6252001,,0,0
2001:470:28:370::/60,6252001,6252001,,0,0
2001:470:28:380::/58,6252001,6252001,,0,0
2001:470:28:3c0::/60,6252001,6252001,,0,0
2001:470:28:3d0::/62,6252001,6252001,,0,0
2001:470:28:3d4::/64,6252001,6252001,,0,0
2001:470:28:3d5::/64,2661886,6252001,,0,0
2001:470:28:3d6::/63,6252001,6252001,,0,0
2001:470:28:3d8::/61,6252001,6252001,,0,0
2001:470:28:3e0::/59,6252001,6252001,,0,0
2001:470:28:400::/55,6252001,6252001,,0,0
2001:470:28:600::/57,6252001,6252001,,0,0
2001:470:28:680::/58,6252001,6252001,,0,0
2001:470:28:6c0::/60,6252001,6252001,,0,0
2001:470:28:6d0::/61,6252001,6252001,,0,0
2001:470:28:6d8::/62,6252001,6252001,,0,0
2001:470:28:6dc::/63,6252001,6252001,,0,0
2001:470:28:6de::/64,2661886,6252001,,0,0
2001:470:28:6df::/64,6252001,6252001,,0,0
2001:470:28:6e0::/59,6252001,6252001,,0,0
2001:470:28:700::/56,6252001,6252001,,0,0
2001:470:28:800::/60,6252001,6252001,,0,0
2001:470:28:810::/62,6252001,6252001,,0,0
2001:470:28:814::/63,6252001,6252001,,0,0
2001:470:28:816::/64,6252001,6252001,,0,0
2001:470:28:817::/64,2623032,6252001,,0,0
2001:470:28:818::/61,6252001,6252001,,0,0
2001:470:28:820::/59,6252001,6252001,,0,0
2001:470:28:840::/58,6252001,6252001,,0,0
2001:470:28:880::/57,6252001,6252001,,0,0
2001:470:28:900::/62,6252001,6252001,,0,0
2001:470:28:904::/63,6252001,6252001,,0,0
2001:470:28:906::/64,6252001,6252001,,0,0
2001:470:28:907::/64,2017370,6252001,,0,0
2001:470:28:908::/61,6252001,6252001,,0,0
2001:470:28:910::/60,6252001,6252001,,0,0
2001:470:28:920::/59,6252001,6252001,,0,0
2001:470:28:940::/58,6252001,6252001,,0,0
2001:470:28:980::/58,6252001,6252001,,0,0
2001:470:28:9c0::/63,6252001,6252001,,0,0
2001:470:28:9c2::/64,2661886,6252001,,0,0
2001:470:28:9c3::/64,6252001,6252001,,0,0
2001:470:28:9c4::/62,6252001,6252001,,0,0
2001:470:28:9c8::/61,6252001,6252001,,0,0
2001:470:28:9d0::/60,6252001,6252001,,0,0
2001:470:28:9e0::/59,6252001,6252001,,0,0
2001:470:28:a00::/59,6252001,6252001,,0,0
2001:470:28:a20::/61,6252001,6252001,,0,0
2001:470:28:a28::/62,6252001,6252001,,0,0
2001:470:28:a2c::/64,2661886,6252001,,0,0
2001:470:28:a2d::/64,6252001,6252001,,0,0
2001:470:28:a2e::/63,6252001,6252001,,0,0
2001:470:28:a30::/60,6252001,6252001,,0,0
2001:470:28:a40::/58,6252001,6252001,,0,0
